
method,ccn,ccn2,cloc,eloc,lloc,loc,ncloc,npath
wp_cache_decr,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
wp_cache_delete,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
wp_cache_flush,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
wp_cache_get,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
wp_cache_incr,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
wp_cache_init,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
wp_cache_replace,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
wp_cache_set,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
wp_cache_switch_to_blog,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
wp_cache_add_global_groups,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
wp_cache_add_non_persistent_groups,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,  
wp_cache_reset,1.0,1.0,0.0,5.0,3.0,7.0,7.0,1.0,  
clean_comment_cache,2.0,2.0,0.0,5.0,3.0,6.0,6.0,2.0,  
update_comment_cache,2.0,2.0,0.0,4.0,2.0,4.0,4.0,2.0,  
update_post_cache,3.0,3.0,0.0,6.0,4.0,7.0,7.0,4.0,  
clean_post_cache,5.0,5.0,0.0,20.0,17.0,29.0,29.0,16.0,  
update_post_caches,10.0,10.0,2.0,25.0,20.0,33.0,31.0,144.0,  
update_postmeta_cache,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
clean_attachment_cache,3.0,3.0,0.0,11.0,9.0,16.0,16.0,4.0,  
map_meta_cap,84.0,101.0,34.0,226.0,193.0,285.0,251.0,424.0,  
current_user_can,2.0,2.0,0.0,8.0,6.0,11.0,11.0,2.0,  
current_user_can_for_blog,5.0,5.0,0.0,17.0,12.0,23.0,23.0,30.0,  
author_can,3.0,3.0,0.0,10.0,8.0,14.0,14.0,4.0,  
user_can,3.0,4.0,0.0,9.0,7.0,12.0,12.0,6.0,  
get_role,2.0,2.0,0.0,6.0,4.0,8.0,8.0,2.0,  
add_role,2.0,2.0,0.0,6.0,4.0,8.0,8.0,2.0,  
remove_role,2.0,2.0,0.0,6.0,4.0,8.0,8.0,2.0,  
get_super_admins,2.0,2.0,0.0,7.0,4.0,8.0,8.0,2.0,  
is_super_admin,6.0,9.0,0.0,17.0,12.0,20.0,20.0,45.0,  
_wp_http_get_object,2.0,2.0,0.0,6.0,4.0,8.0,8.0,2.0,  
wp_safe_remote_request,1.0,1.0,0.0,5.0,3.0,5.0,5.0,1.0,  
wp_safe_remote_get,1.0,1.0,0.0,5.0,3.0,5.0,5.0,1.0,  
wp_safe_remote_post,1.0,1.0,0.0,5.0,3.0,5.0,5.0,1.0,  
wp_safe_remote_head,1.0,1.0,0.0,5.0,3.0,5.0,5.0,1.0,  
wp_remote_request,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
wp_remote_get,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
wp_remote_post,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
wp_remote_head,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
wp_remote_retrieve_headers,2.0,4.0,0.0,5.0,3.0,6.0,6.0,4.0,  
wp_remote_retrieve_header,3.0,5.0,0.0,7.0,5.0,9.0,9.0,8.0,  
wp_remote_retrieve_response_code,2.0,4.0,0.0,5.0,3.0,6.0,6.0,4.0,  
wp_remote_retrieve_response_message,2.0,4.0,0.0,5.0,3.0,6.0,6.0,4.0,  
wp_remote_retrieve_body,2.0,3.0,0.0,5.0,3.0,6.0,6.0,3.0,  
wp_http_supports,4.0,7.0,1.0,15.0,10.0,21.0,20.0,15.0,  
get_http_origin,2.0,2.0,7.0,6.0,4.0,14.0,7.0,2.0,  
get_allowed_http_origins,1.0,1.0,14.0,11.0,4.0,27.0,13.0,1.0,  
is_allowed_http_origin,3.0,4.0,8.0,8.0,6.0,19.0,11.0,6.0,  
send_origin_headers,4.0,4.0,0.0,15.0,11.0,18.0,18.0,6.0,  
wp_http_validate_url,14.0,28.0,13.0,43.0,33.0,65.0,52.0,58752.0,  
allowed_http_request_hosts,2.0,3.0,0.0,5.0,3.0,5.0,5.0,3.0,  
ms_allowed_http_request_hosts,4.0,4.0,0.0,12.0,10.0,12.0,12.0,8.0,  
_wp_oembed_get_object,2.0,2.0,0.0,6.0,4.0,8.0,8.0,2.0,  
wp_get_themes,14.0,15.0,2.0,43.0,33.0,54.0,52.0,576.0,  
wp_get_theme,5.0,5.0,0.0,13.0,10.0,16.0,16.0,8.0,  
wp_clean_themes_cache,3.0,3.0,0.0,7.0,5.0,7.0,7.0,4.0,  
is_child_theme,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_stylesheet,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_stylesheet_directory,1.0,1.0,0.0,6.0,4.0,7.0,7.0,1.0,  
get_stylesheet_directory_uri,1.0,1.0,0.0,6.0,4.0,7.0,7.0,1.0,  
get_stylesheet_uri,1.0,1.0,0.0,5.0,3.0,5.0,5.0,1.0,  
get_locale_stylesheet_uri,3.0,4.0,0.0,13.0,10.0,13.0,13.0,4.0,  
get_template,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_template_directory,1.0,1.0,0.0,6.0,4.0,7.0,7.0,1.0,  
get_template_directory_uri,1.0,1.0,0.0,6.0,4.0,7.0,7.0,1.0,  
get_theme_roots,3.0,3.0,1.0,11.0,8.0,13.0,12.0,4.0,  
register_theme_directory,3.0,3.0,2.0,10.0,7.0,15.0,13.0,3.0,  
search_theme_directories,22.0,27.0,16.0,83.0,55.0,107.0,91.0,193752.0,  
get_theme_root,3.0,4.0,2.0,10.0,6.0,14.0,12.0,4.0,  
get_theme_root_uri,7.0,10.0,1.0,22.0,15.0,26.0,25.0,24.0,  
get_raw_theme_root,7.0,7.0,1.0,18.0,14.0,24.0,23.0,24.0,  
locale_stylesheet,2.0,2.0,0.0,6.0,4.0,6.0,6.0,2.0,  
preview_theme,7.0,8.0,2.0,19.0,16.0,28.0,26.0,72.0,  
_preview_theme_template_filter,2.0,2.0,0.0,3.0,1.0,3.0,3.0,5.0,  
_preview_theme_stylesheet_filter,2.0,2.0,0.0,3.0,1.0,3.0,3.0,5.0,  
preview_theme_ob_filter,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
preview_theme_ob_filter_callback,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
switch_theme,5.0,6.0,0.0,30.0,23.0,39.0,39.0,24.0,  
validate_current_theme,5.0,9.0,1.0,17.0,12.0,22.0,21.0,81.0,  
get_theme_mods,4.0,5.0,1.0,14.0,10.0,14.0,13.0,7.0,  
get_theme_mod,3.0,3.0,0.0,8.0,6.0,11.0,11.0,4.0,  
set_theme_mod,1.0,1.0,0.0,6.0,4.0,8.0,8.0,1.0,  
remove_theme_mod,3.0,3.0,0.0,10.0,8.0,14.0,14.0,4.0,  
remove_theme_mods,2.0,2.0,1.0,7.0,5.0,9.0,8.0,2.0,  
get_header_textcolor,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
header_textcolor,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
display_header_text,2.0,2.0,0.0,6.0,4.0,7.0,7.0,2.0,  
get_header_image,3.0,3.0,0.0,8.0,6.0,11.0,11.0,4.0,  
_get_random_header_data,7.0,7.0,0.0,24.0,18.0,29.0,29.0,11.0,  
get_random_header_image,2.0,2.0,0.0,6.0,4.0,6.0,6.0,2.0,  
is_random_header_image,5.0,10.0,0.0,13.0,9.0,15.0,15.0,10.0,  
header_image,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_uploaded_header_images,5.0,5.0,1.0,20.0,17.0,25.0,24.0,10.0,  
get_custom_header,6.0,7.0,0.0,31.0,18.0,33.0,33.0,7.0,  
register_default_headers,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
unregister_default_headers,3.0,3.0,0.0,11.0,7.0,11.0,11.0,3.0,  
get_background_image,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
background_image,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_background_color,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
background_color,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
_custom_background_cb,7.0,8.0,3.0,28.0,25.0,39.0,36.0,135.0,  
add_editor_style,3.0,3.0,0.0,13.0,10.0,17.0,17.0,4.0,  
remove_editor_styles,3.0,3.0,0.0,8.0,6.0,8.0,8.0,4.0,  
add_theme_support,35.0,40.0,14.0,104.0,79.0,146.0,132.0,116914.0,  
_custom_header_background_just_in_time,6.0,6.0,2.0,22.0,16.0,30.0,28.0,15.0,  
get_theme_support,6.0,6.0,0.0,19.0,16.0,21.0,21.0,16.0,  
remove_theme_support,2.0,2.0,1.0,5.0,3.0,7.0,6.0,2.0,  
_remove_theme_support,9.0,9.0,1.0,33.0,29.0,38.0,37.0,24.0,  
current_theme_supports,10.0,11.0,10.0,29.0,26.0,48.0,38.0,48.0,  
require_if_theme_supports,2.0,2.0,0.0,4.0,2.0,4.0,4.0,2.0,  
_delete_attachment_theme_mod,3.0,5.0,0.0,9.0,7.0,11.0,11.0,9.0,  
check_theme_switched,3.0,3.0,0.0,10.0,6.0,12.0,12.0,3.0,  
_wp_customize_include,2.0,5.0,1.0,8.0,4.0,10.0,9.0,5.0,  
_wp_customize_loader_settings,2.0,3.0,0.0,20.0,11.0,26.0,26.0,2.0,  
wp_customize_url,2.0,2.0,0.0,6.0,4.0,6.0,6.0,2.0,  
wp_customize_support_script,2.0,2.0,0.0,20.0,5.0,22.0,22.0,2.0,  
check_comment,16.0,21.0,8.0,42.0,38.0,57.0,49.0,7020.0,  
get_approved_comments,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
get_comment,10.0,11.0,0.0,34.0,26.0,37.0,37.0,32.0,  
get_comments,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
get_lastcommentmodified,5.0,5.0,0.0,20.0,17.0,25.0,25.0,6.0,  
get_comment_count,6.0,6.0,0.0,39.0,24.0,45.0,45.0,10.0,  
add_comment_meta,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
delete_comment_meta,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_comment_meta,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
update_comment_meta,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
wp_set_comment_cookies,2.0,2.0,0.0,8.0,6.0,9.0,9.0,2.0,  
sanitize_comment_cookies,4.0,4.0,0.0,19.0,14.0,21.0,21.0,8.0,  
wp_allow_comment,8.0,10.0,4.0,31.0,24.0,41.0,37.0,84.0,  
check_comment_flood_db,5.0,5.0,1.0,17.0,13.0,19.0,18.0,8.0,  
separate_comments,4.0,5.0,0.0,13.0,10.0,14.0,14.0,7.0,  
get_comment_pages_count,10.0,14.0,0.0,26.0,22.0,34.0,34.0,1920.0,  
get_page_of_comment,10.0,13.0,4.0,33.0,24.0,47.0,43.0,2160.0,  
wp_blacklist_check,5.0,10.0,4.0,23.0,14.0,31.0,27.0,30.0,  
wp_count_comments,9.0,10.0,1.0,30.0,26.0,41.0,40.0,168.0,  
wp_delete_comment,7.0,10.0,2.0,26.0,23.0,36.0,34.0,192.0,  
wp_trash_comment,4.0,4.0,0.0,14.0,11.0,18.0,18.0,8.0,  
wp_untrash_comment,4.0,4.0,0.0,15.0,12.0,19.0,19.0,8.0,  
wp_spam_comment,3.0,3.0,0.0,11.0,8.0,14.0,14.0,4.0,  
wp_unspam_comment,4.0,4.0,0.0,14.0,11.0,18.0,18.0,8.0,  
wp_get_comment_status,7.0,7.0,0.0,18.0,15.0,20.0,20.0,12.0,  
wp_transition_comment_status,4.0,4.0,5.0,15.0,9.0,19.0,14.0,8.0,  
wp_get_current_commenter,4.0,4.0,1.0,12.0,10.0,17.0,16.0,8.0,  
wp_insert_comment,10.0,10.0,0.0,29.0,27.0,36.0,36.0,512.0,  
wp_filter_comment,4.0,4.0,0.0,14.0,12.0,14.0,14.0,15.0,  
wp_throttle_comment_flood,3.0,3.0,1.0,7.0,5.0,7.0,6.0,4.0,  
wp_new_comment,11.0,15.0,2.0,27.0,24.0,39.0,37.0,35625.0,  
wp_set_comment_status,10.0,10.0,0.0,39.0,33.0,47.0,47.0,24.0,  
wp_update_comment,5.0,5.0,4.0,27.0,25.0,42.0,38.0,8.0,  
wp_defer_comment_counting,3.0,3.0,1.0,9.0,6.0,12.0,11.0,3.0,  
wp_update_comment_count,5.0,5.0,1.0,17.0,11.0,20.0,19.0,9.0,  
wp_update_comment_count_now,3.0,3.0,0.0,15.0,13.0,19.0,19.0,4.0,  
discover_pingback_server_uri,12.0,13.0,7.0,38.0,34.0,57.0,50.0,6656.0,  
do_all_pings,5.0,5.0,4.0,16.0,12.0,24.0,20.0,12.0,  
do_trackbacks,6.0,6.0,1.0,29.0,21.0,34.0,33.0,16.0,  
generic_ping,3.0,3.0,0.0,10.0,7.0,12.0,12.0,3.0,  
pingback,9.0,15.0,17.0,34.0,28.0,58.0,41.0,60.0,  
privacy_ping_filter,2.0,2.0,0.0,6.0,3.0,6.0,6.0,2.0,  
trackback,3.0,3.0,0.0,18.0,11.0,23.0,23.0,4.0,  
weblog_ping,3.0,4.0,3.0,12.0,10.0,16.0,13.0,10.0,  
pingback_ping_source_uri,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
xmlrpc_pingback_error,2.0,2.0,0.0,5.0,3.0,5.0,5.0,2.0,  
_close_comments_for_old_posts,5.0,7.0,0.0,15.0,12.0,19.0,19.0,32.0,  
_close_comments_for_old_post,6.0,6.0,0.0,16.0,14.0,22.0,22.0,32.0,  
get_comment_statuses,1.0,1.0,2.0,8.0,2.0,11.0,9.0,1.0,  
get_post_format,4.0,4.0,0.0,11.0,9.0,16.0,16.0,8.0,  
has_post_format,3.0,3.0,0.0,9.0,6.0,11.0,11.0,4.0,  
set_post_format,4.0,5.0,0.0,13.0,9.0,16.0,16.0,8.0,  
get_post_format_strings,1.0,1.0,1.0,15.0,2.0,15.0,14.0,1.0,  
get_post_format_slugs,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
get_post_format_string,3.0,3.0,0.0,7.0,4.0,7.0,7.0,6.0,  
get_post_format_link,2.0,3.0,0.0,6.0,4.0,6.0,6.0,3.0,  
_post_format_request,4.0,4.0,0.0,11.0,9.0,11.0,11.0,8.0,  
_post_format_link,3.0,3.0,0.0,11.0,7.0,11.0,11.0,4.0,  
_post_format_get_term,2.0,2.0,0.0,6.0,3.0,6.0,6.0,2.0,  
_post_format_get_terms,6.0,8.0,0.0,16.0,8.0,16.0,16.0,8.0,  
_post_format_wp_get_object_terms,3.0,4.0,0.0,8.0,4.0,8.0,8.0,4.0,  
create_initial_post_types,1.0,1.0,17.0,134.0,13.0,146.0,129.0,1.0,  
get_attached_file,3.0,7.0,1.0,8.0,6.0,9.0,8.0,12.0,  
update_attached_file,3.0,3.0,0.0,9.0,6.0,10.0,10.0,4.0,  
_wp_relative_upload_path,2.0,2.0,0.0,9.0,6.0,11.0,11.0,2.0,  
get_children,13.0,13.0,0.0,40.0,30.0,48.0,48.0,240.0,  
get_extended,2.0,2.0,2.0,14.0,10.0,18.0,16.0,2.0,  
get_post,9.0,10.0,0.0,26.0,20.0,31.0,31.0,90.0,  
get_post_ancestors,4.0,8.0,1.0,13.0,10.0,20.0,19.0,20.0,  
get_post_field,3.0,3.0,0.0,8.0,6.0,11.0,11.0,4.0,  
get_post_mime_type,2.0,2.0,0.0,6.0,4.0,8.0,8.0,2.0,  
get_post_status,6.0,8.0,2.0,14.0,11.0,21.0,19.0,38.0,  
get_post_statuses,1.0,1.0,0.0,9.0,2.0,10.0,10.0,1.0,  
get_page_statuses,1.0,1.0,0.0,8.0,2.0,9.0,9.0,1.0,  
register_post_status,13.0,16.0,1.0,46.0,32.0,63.0,62.0,10240.0,  
get_post_status_object,2.0,2.0,0.0,6.0,4.0,8.0,8.0,2.0,  
get_post_stati,2.0,2.0,0.0,5.0,3.0,7.0,7.0,5.0,  
is_post_type_hierarchical,2.0,2.0,0.0,6.0,4.0,7.0,7.0,2.0,  
post_type_exists,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_post_type,2.0,2.0,0.0,5.0,3.0,6.0,6.0,2.0,  
get_post_type_object,2.0,2.0,0.0,6.0,4.0,8.0,8.0,2.0,  
get_post_types,2.0,2.0,0.0,5.0,3.0,7.0,7.0,5.0,  
register_post_type,34.0,42.0,10.0,122.0,83.0,160.0,150.0,2.59059548E10,  
get_post_type_capabilities,5.0,5.0,6.0,32.0,13.0,45.0,39.0,16.0,  
_post_type_meta_capabilities,4.0,4.0,0.0,9.0,6.0,9.0,9.0,6.0,  
get_post_type_labels,1.0,1.0,0.0,20.0,5.0,22.0,22.0,1.0,  
_get_custom_object_labels,9.0,13.0,0.0,17.0,15.0,24.0,24.0,2916.0,  
_add_post_type_submenus,3.0,4.0,1.0,8.0,5.0,9.0,8.0,4.0,  
add_post_type_support,3.0,3.0,0.0,10.0,6.0,11.0,11.0,3.0,  
remove_post_type_support,2.0,2.0,0.0,5.0,3.0,6.0,6.0,2.0,  
get_all_post_type_supports,2.0,2.0,0.0,6.0,4.0,8.0,8.0,2.0,  
post_type_supports,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
set_post_type,1.0,1.0,0.0,7.0,5.0,10.0,10.0,1.0,  
get_posts,7.0,8.0,1.0,27.0,18.0,31.0,30.0,108.0,  
add_post_meta,2.0,2.0,1.0,5.0,3.0,7.0,6.0,2.0,  
delete_post_meta,2.0,2.0,1.0,5.0,3.0,7.0,6.0,2.0,  
get_post_meta,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
update_post_meta,2.0,2.0,1.0,5.0,3.0,7.0,6.0,2.0,  
delete_post_meta_by_key,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_post_custom,2.0,2.0,0.0,6.0,4.0,7.0,7.0,2.0,  
get_post_custom_keys,3.0,3.0,0.0,7.0,5.0,9.0,9.0,4.0,  
get_post_custom_values,3.0,3.0,0.0,6.0,4.0,8.0,8.0,10.0,  
is_sticky,4.0,4.0,0.0,11.0,9.0,16.0,16.0,8.0,  
sanitize_post,8.0,10.0,2.0,20.0,16.0,22.0,20.0,24.0,  
sanitize_post_field,14.0,14.0,3.0,52.0,38.0,63.0,60.0,480.0,  
stick_post,3.0,3.0,0.0,8.0,6.0,11.0,11.0,4.0,  
unstick_post,4.0,4.0,0.0,12.0,10.0,17.0,17.0,8.0,  
wp_count_posts,6.0,7.0,9.0,26.0,21.0,43.0,34.0,24.0,  
wp_count_attachments,2.0,2.0,8.0,11.0,8.0,22.0,14.0,2.0,  
get_post_mime_types,1.0,1.0,1.0,8.0,2.0,9.0,8.0,1.0,  
wp_match_mime_types,9.0,11.0,0.0,23.0,19.0,23.0,23.0,84.0,  
wp_post_mime_type_where,11.0,11.0,0.0,33.0,26.0,36.0,36.0,324.0,  
wp_delete_post,10.0,15.0,4.0,41.0,37.0,64.0,60.0,1536.0,  
_reset_front_page_settings_for_post,4.0,4.0,2.0,13.0,8.0,15.0,13.0,5.0,  
wp_trash_post,4.0,4.0,0.0,16.0,14.0,24.0,24.0,8.0,  
wp_untrash_post,3.0,3.0,0.0,15.0,13.0,24.0,24.0,4.0,  
wp_trash_post_comments,4.0,4.0,2.0,19.0,17.0,30.0,28.0,8.0,  
wp_untrash_post_comments,6.0,6.0,2.0,24.0,20.0,36.0,34.0,24.0,  
wp_get_post_categories,1.0,1.0,0.0,7.0,5.0,9.0,9.0,1.0,  
wp_get_post_tags,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
wp_get_post_terms,1.0,1.0,0.0,7.0,5.0,10.0,10.0,1.0,  
wp_get_recent_posts,6.0,6.0,2.0,23.0,11.0,32.0,30.0,110.0,  
wp_insert_post,54.0,74.0,21.0,198.0,153.0,262.0,241.0,2.63303591E14,  
wp_update_post,8.0,13.0,6.0,32.0,23.0,46.0,40.0,480.0,  
wp_publish_post,3.0,3.0,0.0,16.0,14.0,22.0,22.0,4.0,  
check_and_publish_future_post,4.0,4.0,2.0,14.0,11.0,20.0,18.0,8.0,  
wp_unique_post_slug,12.0,21.0,4.0,50.0,40.0,62.0,58.0,176.0,  
_truncate_post_slug,3.0,3.0,0.0,10.0,6.0,11.0,11.0,3.0,  
wp_add_post_tags,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
wp_set_post_tags,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
wp_set_post_terms,6.0,6.0,2.0,17.0,13.0,24.0,22.0,24.0,  
wp_set_post_categories,4.0,6.0,1.0,17.0,12.0,19.0,18.0,6.0,  
wp_transition_post_status,1.0,1.0,0.0,5.0,3.0,5.0,5.0,1.0,  
add_ping,1.0,1.0,1.0,11.0,9.0,12.0,11.0,1.0,  
get_enclosed,5.0,6.0,0.0,16.0,12.0,17.0,17.0,14.0,  
get_pung,1.0,1.0,0.0,8.0,6.0,8.0,8.0,1.0,  
get_to_ping,1.0,1.0,0.0,8.0,6.0,8.0,8.0,1.0,  
trackback_url_list,5.0,5.0,3.0,15.0,10.0,22.0,19.0,21.0,  
get_all_page_ids,2.0,2.0,0.0,9.0,6.0,11.0,11.0,2.0,  
get_page,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_page_by_path,8.0,12.0,0.0,35.0,29.0,42.0,42.0,54.0,  
get_page_by_title,2.0,2.0,0.0,7.0,5.0,8.0,8.0,2.0,  
get_page_children,4.0,4.0,0.0,11.0,7.0,11.0,11.0,4.0,  
get_page_hierarchy,3.0,3.0,0.0,14.0,10.0,17.0,17.0,4.0,  
_page_traverse_name,3.0,3.0,0.0,8.0,4.0,8.0,8.0,3.0,  
get_page_uri,3.0,3.0,0.0,10.0,7.0,14.0,14.0,4.0,  
get_pages,45.0,49.0,10.0,173.0,141.0,219.0,209.0,1.30427781E11,  
is_local_attachment,5.0,5.0,0.0,12.0,9.0,12.0,12.0,12.0,  
wp_insert_attachment,33.0,36.0,10.0,110.0,87.0,152.0,142.0,1.81193933E9,  
wp_delete_attachment,15.0,18.0,7.0,58.0,50.0,85.0,78.0,17280.0,  
wp_get_attachment_metadata,3.0,3.0,0.0,9.0,7.0,12.0,12.0,4.0,  
wp_update_attachment_metadata,3.0,3.0,0.0,9.0,6.0,10.0,10.0,4.0,  
wp_get_attachment_url,9.0,10.0,6.0,24.0,19.0,30.0,24.0,96.0,  
wp_get_attachment_thumb_file,4.0,6.0,0.0,11.0,9.0,13.0,13.0,16.0,  
wp_get_attachment_thumb_url,5.0,5.0,0.0,14.0,12.0,18.0,18.0,16.0,  
wp_attachment_is_image,5.0,8.0,0.0,12.0,10.0,16.0,16.0,100.0,  
wp_mime_type_icon,19.0,19.0,2.0,70.0,54.0,79.0,77.0,1602.0,  
wp_check_for_changed_slugs,5.0,7.0,4.0,11.0,9.0,19.0,15.0,36.0,  
get_private_posts_cap_sql,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_posts_by_author_sql,11.0,12.0,7.0,32.0,23.0,44.0,37.0,252.0,  
get_lastpostdate,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_lastpostmodified,2.0,2.0,0.0,7.0,5.0,9.0,9.0,2.0,  
_get_last_post_time,7.0,7.0,0.0,28.0,24.0,37.0,37.0,14.0,  
_transition_post_status,5.0,7.0,4.0,15.0,10.0,21.0,17.0,16.0,  
_future_post_hook,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
_publish_post_hook,4.0,4.0,0.0,10.0,8.0,13.0,13.0,8.0,  
wp_get_post_parent_id,2.0,3.0,0.0,6.0,4.0,6.0,6.0,3.0,  
wp_check_post_hierarchy_for_loops,7.0,7.0,7.0,15.0,13.0,28.0,21.0,64.0,  
set_post_thumbnail,3.0,5.0,0.0,11.0,7.0,11.0,11.0,5.0,  
delete_post_thumbnail,2.0,2.0,0.0,6.0,4.0,6.0,6.0,2.0,  
wp_delete_auto_drafts,2.0,2.0,2.0,6.0,4.0,8.0,6.0,2.0,  
_update_term_count_on_transition_post_status,2.0,2.0,1.0,6.0,3.0,7.0,6.0,2.0,  
_prime_post_caches,2.0,2.0,0.0,8.0,5.0,10.0,10.0,2.0,  
_,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
_wp_can_use_pcre_u,3.0,3.0,0.0,10.0,6.0,13.0,13.0,4.0,  
mb_substr,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
_mb_substr,7.0,8.0,7.0,31.0,15.0,43.0,36.0,216.0,  
mb_strlen,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
_mb_strlen,5.0,5.0,9.0,30.0,14.0,44.0,35.0,16.0,  
hash_hmac,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
_hash_hmac,4.0,4.0,0.0,15.0,13.0,22.0,22.0,8.0,  
json_encode,2.0,2.0,0.0,8.0,5.0,10.0,10.0,2.0,  
json_decode,3.0,3.0,0.0,11.0,8.0,13.0,13.0,4.0,  
_json_decode_object_helper,3.0,3.0,0.0,5.0,3.0,5.0,5.0,10.0,  
hash_equals,3.0,3.0,1.0,11.0,7.0,14.0,13.0,4.0,  
wp_widget_rss_output,19.0,23.0,1.0,75.0,61.0,89.0,88.0,69240.0,  
wp_widget_rss_form,15.0,16.0,0.0,51.0,71.0,55.0,55.0,5832.0,  
wp_widget_rss_process,9.0,10.0,0.0,25.0,20.0,28.0,28.0,7500.0,  
wp_widgets_init,3.0,3.0,0.0,19.0,17.0,33.0,33.0,4.0,  
register_widget,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
unregister_widget,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
register_sidebars,9.0,9.0,3.0,25.0,18.0,31.0,28.0,82.0,  
register_sidebar,1.0,1.0,0.0,19.0,8.0,26.0,26.0,1.0,  
unregister_sidebar,2.0,2.0,0.0,5.0,3.0,6.0,6.0,2.0,  
wp_register_sidebar_widget,6.0,9.0,0.0,29.0,19.0,36.0,36.0,48.0,  
wp_widget_description,3.0,3.0,0.0,7.0,5.0,9.0,9.0,4.0,  
wp_sidebar_description,3.0,3.0,0.0,7.0,5.0,9.0,9.0,4.0,  
wp_unregister_sidebar_widget,1.0,1.0,0.0,5.0,3.0,6.0,6.0,1.0,  
wp_register_widget_control,7.0,9.0,1.0,35.0,26.0,46.0,45.0,96.0,  
_register_widget_update_callback,3.0,3.0,0.0,14.0,8.0,17.0,17.0,3.0,  
_register_widget_form_callback,3.0,4.0,0.0,22.0,14.0,28.0,28.0,6.0,  
wp_unregister_widget_control,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
dynamic_sidebar,11.0,13.0,1.0,44.0,32.0,57.0,56.0,272.0,  
is_active_widget,8.0,14.0,0.0,19.0,12.0,22.0,22.0,32.0,  
is_dynamic_sidebar,5.0,5.0,0.0,12.0,8.0,12.0,12.0,5.0,  
is_active_sidebar,2.0,2.0,0.0,6.0,4.0,6.0,6.0,5.0,  
wp_get_sidebars_widgets,5.0,6.0,2.0,16.0,12.0,23.0,21.0,18.0,  
wp_set_sidebars_widgets,2.0,2.0,0.0,5.0,3.0,5.0,5.0,2.0,  
